brightness_mean,brightness_std,bright_pixel_frac,nir_red_ratio,color_std,n_images,date,site,factory
2009.2315390395527,178.91705162187637,0.9956622720131156,1.1007187604753375,193.9544052839016,6.0,2022-07-01,giga_tx_north,Giga Texas
1628.2556846136827,319.0018716579141,0.5999047726446898,1.09356233227908,185.81858080592156,6.0,2022-07-01,giga_tx_west,Giga Texas
4006.722616454719,276.05798008609094,1.0,1.0760515925066856,497.6100438749936,6.0,2022-07-01,giga_tx_west_small,Giga Texas
1822.08697606466,780.7494000976358,0.5421380980153048,1.7363606748597986,495.42963534023943,6.0,2022-07-01,giga_tx_east,Giga Texas
,,,,,,2022-07-01,fremont_1,Fremont
,,,,,,2022-07-01,fremont_2,Fremont
,,,,,,2022-07-01,fremont_3,Fremont
,,,,,,2022-07-01,fremont_4,Fremont
,,,,,,2022-07-01,fremont_5,Fremont
,,,,,,2022-07-01,fremont_6,Fremont
,,,,,,2022-07-01,fremont_7,Fremont
,,,,,,2022-07-01,fremont_8,Fremont
1172.1779951216306,338.0088332063853,0.16935214628566547,1.1782296983984195,152.20737797562037,2.0,2022-07-01,berlin_1,Giga Berlin
3390.4216736659973,1921.0420659389974,1.0,1.082597566135496,318.6708677081124,2.0,2022-07-01,berlin_2,Giga Berlin
2173.824990653595,763.3914751917295,0.9736065733651923,1.0953578973842728,246.21130270345742,2.0,2022-07-01,berlin_3,Giga Berlin
975.2798554779577,244.64051103893502,0.06165369194627218,1.848543661725871,155.6455493175122,2.0,2022-07-01,berlin_4,Giga Berlin
1754.847576109479,147.88905656907212,0.9307329735637682,1.125407676172245,182.7722104056626,3.0,2022-08-01,giga_tx_north,Giga Texas
1376.0607107803246,303.2208331781205,0.3484243631670619,1.1473956116518134,149.77270649253748,3.0,2022-08-01,giga_tx_west,Giga Texas
3995.862947610014,284.53256068373304,1.0,1.068746378352349,472.56647949839385,3.0,2022-08-01,giga_tx_west_small,Giga Texas
1755.3183512126695,768.306750764194,0.5009349097785553,1.672045539052984,499.5050802356842,3.0,2022-08-01,giga_tx_east,Giga Texas
1549.163517652961,290.13485784004547,0.4956032638833876,1.1317991054709375,150.0619001823235,1.0,2022-08-01,fremont_1,Fremont
1528.7574636117927,270.02209700357764,0.49609462173621993,1.2164242639457905,180.9503604347914,1.0,2022-08-01,fremont_2,Fremont
1412.4863349175982,520.433105357019,0.32405180738861233,1.1630491880789537,139.96291439349915,1.0,2022-08-01,fremont_3,Fremont
1109.2419498457273,159.0943398896559,0.003044045474311984,1.120488233496037,146.16478757694972,1.0,2022-08-01,fremont_4,Fremont
1580.2723021875252,200.52976622996448,0.6538586647149712,1.1199696948717583,158.94643489641484,1.0,2022-08-01,fremont_5,Fremont
2548.3820750908358,785.9390630564661,0.8345579329834478,1.0366263070833337,143.59360111828647,1.0,2022-08-01,fremont_6,Fremont
1022.0831878999418,138.1741890988858,0.0,1.1442167858716732,111.90933720735258,1.0,2022-08-01,fremont_7,Fremont
1526.6957801540761,177.45518607667768,0.5707715304127859,1.1061470693445428,114.99290017763617,1.0,2022-08-01,fremont_8,Fremont
1347.435814847863,550.5875833850743,0.3054331704166712,1.2398004502130013,141.69990180367907,3.0,2022-08-01,berlin_1,Giga Berlin
2543.2023742601095,941.3497961873833,0.9864587811249629,1.1147537371922593,238.8765514347222,3.0,2022-08-01,berlin_2,Giga Berlin
2143.1579867037262,547.2610996730198,0.9689130540790949,1.1114032338085795,227.10866450682647,3.0,2022-08-01,berlin_3,Giga Berlin
1012.2780104930174,196.1563050018966,0.017989404423476924,1.7413088823174387,167.5636976659679,3.0,2022-08-01,berlin_4,Giga Berlin
1529.1400255026538,163.15786829411888,0.6644921101168114,1.1623724478823314,147.66895509887019,5.0,2022-09-01,giga_tx_north,Giga Texas
1372.913142628027,204.3797358561362,0.24825520931223338,1.1243679676800458,134.7706426971968,5.0,2022-09-01,giga_tx_west,Giga Texas
1166.435086301788,331.0933933347704,0.13921871706597352,1.142983310660411,150.9653030632791,5.0,2022-09-01,giga_tx_west_small,Giga Texas
1477.1875781300641,758.5437586926174,0.4540763126734178,2.0025866224936886,415.55909463442674,5.0,2022-09-01,giga_tx_east,Giga Texas
1484.0425562465327,284.7189818197043,0.433890517309673,1.1333979805292722,113.36934370083064,2.0,2022-09-01,fremont_1,Fremont
1433.9915135510437,259.99586259479383,0.384270624116641,1.261927095597481,135.15363671410412,2.0,2022-09-01,fremont_2,Fremont
1413.4631784413587,430.61952815500496,0.2908484974721175,1.1344874908497558,105.10582484483558,2.0,2022-09-01,fremont_3,Fremont
1042.1847031537964,129.67228720608108,0.0,1.1160671570283731,116.75933702194038,2.0,2022-09-01,fremont_4,Fremont
1526.4734488086538,126.45023113600664,0.6103521184028626,1.1133568467627182,128.3772233893367,2.0,2022-09-01,fremont_5,Fremont
2108.809796797202,603.1868190330351,0.7627775534921276,1.0290746017295938,136.41107146438262,2.0,2022-09-01,fremont_6,Fremont
994.0768306219195,86.40894355121958,0.0,1.117648935651267,79.69259114425309,2.0,2022-09-01,fremont_7,Fremont
1428.233482810165,126.94960960170117,0.3173508106243532,1.0944325781251019,91.46489697702957,2.0,2022-09-01,fremont_8,Fremont
3414.837052321269,267.97026889531537,1.0,1.1393404838420127,83.59609813718538,2.0,2022-09-01,berlin_1,Giga Berlin
4307.509223129747,624.9826876771174,1.0,1.1752670550929878,111.37235870802772,2.0,2022-09-01,berlin_2,Giga Berlin
2438.2938935485467,1043.9794126662039,0.8258399570878235,1.0452981813544893,203.9970954149979,2.0,2022-09-01,berlin_3,Giga Berlin
1935.1434115235156,2185.4366429225024,0.23532692128954513,1.6532253038923295,261.26400946525985,2.0,2022-09-01,berlin_4,Giga Berlin
1547.6412721725085,172.42287019632505,0.6306441696837217,1.169421652995667,156.43947115595012,6.0,2022-10-01,giga_tx_north,Giga Texas
1346.9683757470987,188.79610359041945,0.2218596900098989,1.136907751357555,143.52111741591952,6.0,2022-10-01,giga_tx_west,Giga Texas
1353.2016704138273,258.9904454591772,0.25131736106232005,1.1316463620961146,163.62701510613883,6.0,2022-10-01,giga_tx_west_small,Giga Texas
1348.4572191883308,690.8190521651969,0.4311719067564463,1.8601143523654975,408.13839864992366,6.0,2022-10-01,giga_tx_east,Giga Texas
1463.8057580078705,352.4907534135932,0.42904816604610607,1.204786719699369,119.42045316342848,1.0,2022-10-01,fremont_1,Fremont
1395.748797391455,338.6609954115114,0.32866547645614835,1.3375537406430273,130.92289414822054,1.0,2022-10-01,fremont_2,Fremont
1421.5702915427967,483.63140789865525,0.28443884796727953,1.1995526230591056,122.64653884686986,1.0,2022-10-01,fremont_3,Fremont
1037.0041001428835,127.79815842879216,0.005528980555382991,1.1458199886982074,120.74968340651031,1.0,2022-10-01,fremont_4,Fremont
1408.4329240194086,232.71368280199084,0.28445962429860955,1.143048552109254,135.35026234311871,1.0,2022-10-01,fremont_5,Fremont
1867.9058000269142,648.9189697010088,0.5533306419055308,1.0598504463216438,142.6735319722869,1.0,2022-10-01,fremont_6,Fremont
923.595019825747,108.46364020109836,0.0,1.1920612072667927,92.85660178552877,1.0,2022-10-01,fremont_7,Fremont
1345.0980491357172,178.8971921224685,0.22123720823272391,1.1118998823099493,95.60807183069895,1.0,2022-10-01,fremont_8,Fremont
963.3151803485697,141.0980554404499,0.004186940030977912,1.193689557704148,132.7777086299403,2.0,2022-10-01,berlin_1,Giga Berlin
1999.9788036109903,991.773449278953,0.5694917496114549,1.0789797614970338,203.40325501096248,2.0,2022-10-01,berlin_2,Giga Berlin
2027.5566859283806,1274.2569924607762,0.5253206222265567,1.065973858665352,183.07545369252455,2.0,2022-10-01,berlin_3,Giga Berlin
700.9818134909306,200.56109567958904,0.0024517894858292976,2.1481849296816486,113.03033997315525,2.0,2022-10-01,berlin_4,Giga Berlin
1469.7947719561896,198.21426097553484,0.40470660564246197,1.2552591776908788,184.13769164527764,3.0,2022-11-01,giga_tx_north,Giga Texas
1424.2032820024488,194.56600708222825,0.34166823290606396,1.1641609147379637,172.36275524319092,3.0,2022-11-01,giga_tx_west,Giga Texas
1600.9787641396751,383.4618379969988,0.5341635635494978,1.1843030186533923,263.85218624409566,3.0,2022-11-01,giga_tx_west_small,Giga Texas
927.3048878049352,503.8406542693618,0.06368343848859198,1.995355435476363,296.7955932559169,3.0,2022-11-01,giga_tx_east,Giga Texas
1389.0286976154634,275.9613063457996,0.30275093084052923,1.183813559377286,128.99128364700533,5.0,2022-11-01,fremont_1,Fremont
1311.8024808450505,274.9169238910312,0.2433050658335195,1.3829300507031317,131.60929949128086,5.0,2022-11-01,fremont_2,Fremont
1353.2621802276046,454.0632777634221,0.17372327734752224,1.210616018246037,125.83051132491244,5.0,2022-11-01,fremont_3,Fremont
962.9705535192892,83.66481602536925,0.0,1.1774862659157328,117.54010409872892,5.0,2022-11-01,fremont_4,Fremont
1322.4094901195422,151.8932343509278,0.1631292185085794,1.1745225354179465,136.6365750758219,5.0,2022-11-01,fremont_5,Fremont
2132.2105234827072,771.709655566049,0.6383528461849012,1.0657645629675787,144.37622777356347,5.0,2022-11-01,fremont_6,Fremont
893.0294343811224,122.0565369251959,0.0,1.2126349373927852,96.87559977450812,5.0,2022-11-01,fremont_7,Fremont
1328.0232340653877,189.4215972640821,0.12343336782798667,1.1521270129500067,79.19348161492822,5.0,2022-11-01,fremont_8,Fremont
,,,,,,2022-11-01,berlin_1,Giga Berlin
,,,,,,2022-11-01,berlin_2,Giga Berlin
,,,,,,2022-11-01,berlin_3,Giga Berlin
,,,,,,2022-11-01,berlin_4,Giga Berlin
1498.3575779310981,183.89711010678178,0.5216544845959424,1.2089153471462895,170.16205652629586,4.0,2022-12-01,giga_tx_north,Giga Texas
1469.6722525028526,197.04572731728666,0.42245611397210936,1.159939117582449,170.9100735087974,4.0,2022-12-01,giga_tx_west,Giga Texas
1784.5386952856052,417.9623819380434,0.666971123445514,1.176185211730061,279.23257792426136,4.0,2022-12-01,giga_tx_west_small,Giga Texas
1101.0468462258993,535.7262863832586,0.2600993231182511,1.968692507066041,331.37376230498813,4.0,2022-12-01,giga_tx_east,Giga Texas
1446.7792455570514,323.8877127407101,0.3882199160263011,1.1588148085588814,132.8451909165035,1.0,2022-12-01,fremont_1,Fremont
1316.2915581839375,264.0454164966178,0.23437848694487853,1.2968628228485124,131.293387817797,1.0,2022-12-01,fremont_2,Fremont
1417.9222131752867,472.914262335833,0.2694041014182651,1.1556149090027594,125.91482280543535,1.0,2022-12-01,fremont_3,Fremont
1000.6911846928001,140.32516207053257,0.0,1.1556998678625363,105.34175342144357,1.0,2022-12-01,fremont_4,Fremont
1320.0853189124723,317.75744286148336,0.2781979344555584,1.195770971871793,124.52227478693135,1.0,2022-12-01,fremont_5,Fremont
2524.2050867985463,781.4003401294684,0.8373839321760195,1.0583720272682935,153.14429912023274,1.0,2022-12-01,fremont_6,Fremont
1069.280826864055,144.98703007769194,0.0,1.2434844321474416,96.13656193535986,1.0,2022-12-01,fremont_7,Fremont
1383.3767697673525,201.09824562885996,0.2953202253650684,1.2058430782573721,63.22111086381911,1.0,2022-12-01,fremont_8,Fremont
1077.779547117221,109.00582229321115,0.003012954885037047,1.156905362876554,53.16502170786591,1.0,2022-12-01,berlin_1,Giga Berlin
1110.6855979189406,186.9263690167171,0.04612942693693994,1.1075986945062533,99.05023300474215,1.0,2022-12-01,berlin_2,Giga Berlin
1304.149566814584,215.8687083865278,0.07034183449553809,1.0930583177216133,50.982072502242836,1.0,2022-12-01,berlin_3,Giga Berlin
294.45855086955714,54.16467673470357,0.0,1.5093609116183728,49.95651254782321,1.0,2022-12-01,berlin_4,Giga Berlin
1415.1769360384365,180.2123361050453,0.23587676753876635,1.1829879291399044,159.16033875544395,3.0,2023-01-01,giga_tx_north,Giga Texas
1427.4919503648312,183.96064925705684,0.326522071445577,1.1326504948271618,158.68596504731704,3.0,2023-01-01,giga_tx_west,Giga Texas
1757.9283355582095,383.18824116276403,0.6676912808262488,1.147659638101848,247.51918603235632,3.0,2023-01-01,giga_tx_west_small,Giga Texas
1125.3222322370093,592.0969301766582,0.26693176395737234,1.9825504912795677,349.24448687678716,3.0,2023-01-01,giga_tx_east,Giga Texas
1539.9217235733704,310.73176316391675,0.523142279965143,1.1535557217319587,148.79413855259187,1.0,2023-01-01,fremont_1,Fremont
1443.9997954325675,376.34148721773556,0.3738934761585957,1.3068685044315722,136.66484670722843,1.0,2023-01-01,fremont_2,Fremont
1500.3742970214537,511.9003807323274,0.38538372687508293,1.1630186927231456,130.9753829645537,1.0,2023-01-01,fremont_3,Fremont
959.9760824998447,110.31755962351747,0.0,1.1573547417333019,111.09127659704562,1.0,2023-01-01,fremont_4,Fremont
1398.2519855791388,300.47249340863493,0.27726274701146636,1.1572207989087875,141.61422311064558,1.0,2023-01-01,fremont_5,Fremont
1301.2125689678378,154.81993858451318,0.12894630601534118,1.1071703025879158,144.4625163678087,1.0,2023-01-01,fremont_6,Fremont
929.1463996041533,151.64323876472326,0.0015646626948305955,1.266353527827861,97.76096083333374,1.0,2023-01-01,fremont_7,Fremont
1315.7605687785056,229.4131244945095,0.20418535127055307,1.3311446069254487,67.88871871297928,1.0,2023-01-01,fremont_8,Fremont
917.6448913858561,231.92031749441352,0.03209987357083066,1.1791496875394498,105.0789623892655,2.0,2023-01-01,berlin_1,Giga Berlin
1045.3763902207822,453.2302378758503,0.1155385073244933,1.10801242243249,121.38016611850686,2.0,2023-01-01,berlin_2,Giga Berlin
1266.2671120430432,573.8806445972732,0.22198517579363153,1.1043408608381287,131.42123808529146,2.0,2023-01-01,berlin_3,Giga Berlin
716.7736405388159,181.7002931591252,0.00710858703211684,1.9800922526125033,112.0432668064698,2.0,2023-01-01,berlin_4,Giga Berlin
1501.2603775303403,148.30449988203804,0.45457339982239237,1.1680720384019,170.71651035341603,1.0,2023-02-01,giga_tx_north,Giga Texas
1518.479434650231,191.89986834263382,0.5501559974438984,1.1427816657170216,184.17931223668077,1.0,2023-02-01,giga_tx_west,Giga Texas
1709.3525082554618,427.9188899360823,0.5958511908944004,1.1524671755764986,248.20128022130868,1.0,2023-02-01,giga_tx_west_small,Giga Texas
928.6698230917406,361.54951355267315,0.058611243659756465,2.0730688173840766,271.1743738633786,1.0,2023-02-01,giga_tx_east,Giga Texas
1460.9497214080118,296.98796483898286,0.4237502970767646,1.212640437141287,141.36554108328727,1.0,2023-02-01,fremont_1,Fremont
1456.4699905775003,289.3051354729128,0.39334597932009235,1.3058324864286792,149.52391739801243,1.0,2023-02-01,fremont_2,Fremont
1501.7415121849617,491.3137050533775,0.41716687811251446,1.2105854524550055,140.2776954447862,1.0,2023-02-01,fremont_3,Fremont
929.6820732641692,117.14343321732557,0.0,1.1614690860950079,117.98060947864325,1.0,2023-02-01,fremont_4,Fremont
1264.9742349082442,308.3317457212312,0.23107261933805004,1.1997048993609496,139.80963997231498,1.0,2023-02-01,fremont_5,Fremont
1287.173650921814,199.58467705534318,0.11489705288655633,1.1178374592370683,155.93635201602348,1.0,2023-02-01,fremont_6,Fremont
970.6465132762296,149.563207395602,0.0025576217127038577,1.3297757854580605,114.19238614921403,1.0,2023-02-01,fremont_7,Fremont
1295.40682610862,216.51052604385782,0.1436702311141773,1.283790457519201,84.74599828567102,1.0,2023-02-01,fremont_8,Fremont
,,,,,,2023-02-01,berlin_1,Giga Berlin
,,,,,,2023-02-01,berlin_2,Giga Berlin
,,,,,,2023-02-01,berlin_3,Giga Berlin
,,,,,,2023-02-01,berlin_4,Giga Berlin
1660.7898308172225,158.51144063272386,0.8951089555297496,1.1867889488335304,166.02228155285965,3.0,2023-03-01,giga_tx_north,Giga Texas
1674.5011715470705,167.65052346483716,0.8875189514966982,1.1631102536825868,188.14361889124473,3.0,2023-03-01,giga_tx_west,Giga Texas
