Date,Open,High,Low,Close,Volume,target,RSI_14,tweet_word_score,quarterly_revenue,eps_diluted,revenue_growth_qoq,eps_growth_qoq,profit_margin,close_over_SMA_10,close_over_SMA_20,sma5_above_sma20,sma_crossover,ema12_above_ema26,rsi_change,volume_sma20,volume_ratio,bb_width,bb_pct,tweet_score_sma7,tweet_surge,gtrend_risk_total,gtrend_tesla_change,sec_impact,sec_filing_day,sec_days_since_filing,sec_topic_deal
2016-01-05,15.09066677093506,15.12600040435791,14.666666984558104,14.895333290100098,47802000,0,44.99165345458574,0.0,1214200000.0,-0.12,0.2963912022207986,0.02,-0.2638774501729534,-0.0343841081999986,-0.023971521037556398,1,0.0,1,0.019465120947764092,43223025.0,1.1059383280092034,1.674917794022818,0.2815812936350282,0.0,0,0.9610983981693365,0.0,0.0,0,1.0,0
2016-01-06,14.666666984558104,14.670000076293944,14.398667335510254,14.602666854858398,56686500,0,41.519659276597594,0.0,1214200000.0,-0.12,0.2963912022207986,0.02,-0.2638774501729534,-0.04779292827576431,-0.04061528415417204,1,0.0,1,-3.471994177988144,43699200.0,1.2971976603690685,1.7677191156386858,0.15028390550412235,0.0,0,0.9610983981693365,0.0,0.0,0,2.0,0
2016-01-07,14.279333114624023,14.562666893005373,14.244667053222656,14.376667022705078,53314500,0,39.01581345654011,0.0,1214200000.0,-0.12,0.2963912022207986,0.02,-0.2638774501729534,-0.05666566002806661,-0.053167902592205496,0,1.0,0,-2.503845820057485,44349225.0,1.2021517850650152,1.921600022570189,0.07988152989477336,0.0,0,0.9610983981693365,0.0,0.0,0,3.0,0
2016-01-08,14.52400016784668,14.696000099182127,14.0513334274292,14.06666660308838,54421500,0,35.824477568880866,0.0,1214200000.0,-0.12,0.2963912022207986,0.02,-0.2638774501729534,-0.06939410854948114,-0.07082637386074264,0,0.0,0,-3.1913358876592426,44776950.0,1.215390954497794,2.161090767869176,0.0038462026908185052,0.0,0,0.9610983981693365,0.0,0.0,0,4.0,0
2016-01-11,14.267333030700684,14.296667098999023,13.533332824707031,13.856666564941406,61371000,1,33.80712474168134,0.0,1214200000.0,-0.12,0.2963912022207986,0.02,-0.2638774501729534,-0.0740080927631569,-0.08080797661636863,0,0.0,0,-2.017352827199524,46291725.0,1.3257445040123261,2.4465706350892997,0.002092127241058605,0.0,0,0.9610983981693365,0.0,0.0,0,7.0,0
2016-01-12,14.106666564941406,14.249333381652832,13.687333106994627,13.998000144958496,46378500,0,36.402801739996534,-3.0,1214200000.0,-0.12,0.2963912022207986,0.02,-0.2638774501729534,-0.056585975705716884,-0.06998271607336637,0,0.0,0,2.5956769983151915,46159125.0,1.0047525814234997,2.5773599905464035,0.09131313011498772,-0.42857142857142855,0,0.9610983981693365,0.0,0.0,0,8.0,0
2016-01-13,14.133999824523926,14.17666721343994,13.333333015441896,13.354000091552734,61896000,1,30.528342954699223,-3.0,1214200000.0,-0.12,0.2963912022207986,0.02,-0.2638774501729534,-0.08482429144861137,-0.10916517410718807,0,0.0,0,-5.8744587852973105,47133600.0,1.3132033199246398,2.9686516151052835,-0.05123789509916874,-0.8571428571428571,0,0.9610983981693365,0.0,0.0,0,9.0,0
2016-01-14,13.480667114257812,14.0,12.892000198364258,13.745332717895508,97360500,0,37.16403437491379,-3.0,1214200000.0,-0.12,0.2963912022207986,0.02,-0.2638774501729534,-0.04406894565843211,-0.0800095010406413,0,0.0,0,6.635691420214567,50318325.0,1.9348915131813311,3.166021204047322,0.12242810693160194,-1.2857142857142858,0,0.9610983981693365,0.0,0.0,0,10.0,0
2016-01-15,13.264666557312012,13.67133331298828,13.149999618530272,13.666000366210938,83679000,0,36.40488516618137,-3.0,1214200000.0,-0.12,0.2963912022207986,0.02,-0.2638774501729534,-0.033899959244011346,-0.07925526057044208,0,0.0,0,-0.759149208732417,50674050.0,1.6513185742998635,3.2900240691933202,0.14245459196163782,-1.7142857142857142,0,0.9610983981693365,0.0,0.0,0,11.0,0
2016-01-19,13.913999557495115,14.031332969665527,13.385333061218262,13.64799976348877,60580500,0,36.2240749372262,0.0,1214200000.0,-0.12,0.2963912022207986,0.02,-0.2638774501729534,-0.02659834187889709,-0.07450900718640563,0,0.0,0,-0.18081022895517407,51229125.0,1.1825402054007363,3.38211912456293,0.1751247054508773,-1.7142857142857142,0,0.9610983981693365,0.0,0.0,0,15.0,0
2016-01-20,13.293333053588867,13.41866683959961,12.75,13.24666690826416,87579000,1,32.36453885693234,0.0,1214200000.0,-0.12,0.2963912022207986,0.02,-0.2638774501729534,-0.04398072039919243,-0.09522864903323569,0,0.0,0,-3.859536080293857,53347425.0,1.6416724893469554,3.5810799491616567,0.11066685156384529,-1.7142857142857142,0,0.9610983981693365,0.0,0.0,0,16.0,0
2016-01-21,13.436667442321776,13.548666954040527,13.001333236694336,13.33133316040039,47493000,1,33.963048003010876,0.0,1214200000.0,-0.12,0.2963912022207986,0.02,-0.2638774501729534,-0.02896074766095469,-0.08263910755099646,0,0.0,0,1.5985091460785341,54257175.0,0.8753312349933442,3.666365936442288,0.17244580257210432,-1.7142857142857142,0,0.9610983981693365,0.0,0.0,0,17.0,0
2016-01-22,13.653332710266112,13.699999809265137,13.268667221069336,13.50333309173584,46861500,0,37.209700778948466,0.0,1214200000.0,-0.12,0.2963912022207986,0.02,-0.2638774501729534,-0.010135676908372804,-0.06492657051959305,0,0.0,0,3.2466527759375907,55129125.0,0.850031630286169,3.6955904943937394,0.2462921608125354,-1.2857142857142858,0,0.9610983981693365,0.0,0.0,0,18.0,0
2016-01-25,13.337332725524902,13.571332931518556,13.058667182922363,13.092000007629396,40480500,0,33.02775899453094,0.0,1214200000.0,-0.12,0.2963912022207986,0.02,-0.2638774501729534,-0.03338222274355507,-0.08638368783544181,0,0.0,0,-4.181941784417525,55986900.0,0.7230352100223445,3.7869553964665723,0.1731234974107778,-0.8571428571428571,0,0.9610983981693365,0.0,0.0,0,21.0,0
2016-01-26,13.113332748413086,13.187999725341797,12.592000007629396,12.904000282287598,74463000,0,31.296485682408314,0.0,1214200000.0,-0.12,0.2963912022207986,0.02,-0.2638774501729534,-0.040513924719100536,-0.09168337095932544,0,0.0,0,-1.731273312122628,59179050.0,1.2582662276599574,3.857900263156642,0.16238115815463317,-0.42857142857142855,0,0.9610983981693365,0.0,0.0,0,22.0,0
2016-01-27,12.825332641601562,12.883999824523926,12.38466739654541,12.538000106811523,54258000,1,28.19758791518457,0.0,1214200000.0,-0.12,0.2963912022207986,0.02,-0.2638774501729534,-0.05749636999011576,-0.10889892766016385,0,0.0,0,-3.098897767223743,60465975.0,0.8973311023265563,3.9968044729173577,0.11663540361551937,0.0,0,0.9610983981693365,0.0,0.0,0,23.0,0
2016-01-28,12.719332695007324,12.751999855041504,12.160667419433594,12.646666526794434,68892000,1,30.401087038284164,0.0,1214200000.0,-0.12,0.2963912022207986,0.02,-0.2638774501729534,-0.044245833486307284,-0.09094831443667428,0,0.0,0,2.2034991230995935,62105850.0,1.109267484464024,3.83435386704555,0.1700182249300043,0.0,0,0.9610983981693365,0.0,0.0,0,24.0,0
2016-01-29,12.66333293914795,12.916000366210938,12.538666725158691,12.74666690826416,42784500,1,32.45534884518776,0.0,1214200000.0,-0.12,0.2963912022207986,0.02,-0.2638774501729534,-0.029362775853970957,-0.07334932998936661,0,0.0,0,2.054261806903593,61471650.0,0.6960037675904258,3.4923941244882855,0.21109603966751425,0.0,0,0.9610983981693365,0.0,0.0,0,25.0,0
2016-02-01,12.583999633789062,13.3013334274292,12.18333339691162,13.129332542419434,79464000,0,39.780144787003785,0.0,1214200000.0,-0.12,0.2963912022207986,0.02,-0.2638774501729534,0.0038790553180105825,-0.03546368970778879,0,0.0,0,7.324795941816028,63408600.0,1.253205401160095,2.8170258231272385,0.32863696029761613,0.0,0,1.2013729977116707,1.6273291925465845,0.0,0,28.0,0
2016-02-02,12.82800006866455,12.874667167663574,12.01533317565918,12.185333251953123,86604000,0,30.882836494394244,0.0,1214200000.0,-0.12,0.2963912022207986,0.02,-0.2638774501729534,-0.05776220041713287,-0.09581770377147736,0,0.0,0,-8.89730829260954,62618475.0,1.3830423050066294,2.820815425680003,0.0422245473386182,0.0,0,1.2013729977116707,0.0,0.0,0,29.0,0
2016-02-03,12.239333152770996,12.262666702270508,11.345333099365234,11.565333366394045,118971000,1,26.66459116956917,0.0,1214200000.0,-0.12,0.2963912022207986,0.02,-0.2638774501729534,-0.09392414449547448,-0.13108808954497997,0,0.0,0,-4.218245324825073,66176925.0,1.7977716553013003,2.9784983813287678,-0.08579852138790077,0.0,0,1.2013729977116707,0.0,0.0,0,30.0,0
